ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
1624,Maruti Suzuki,Ertiga ZXi Plus,200000,2021,23000,Petrol,Manual,White,1462 cc
1625,Mercedes-Benz,A-Class Sedan 200d,200000,2021,5600,Diesel,Automatic,Grey,1950 cc
1626,Hyundai,Elite i20 Asta 1.2,140000,2015,33000,Petrol,Manual,Red,1197 cc
1627,Hyundai,Creta SX 1.6 CRDi,200000,2019,58900,Diesel,Manual,White,1582 cc
1628,Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],200000,2019,65000,Diesel,Manual,White,No_info
1629,Toyota,Innova 2.5 V 7 STR,140000,2012,222000,Diesel,Manual,Silver,2494 cc
1630,Land Rover,Discovery Sport HSE Luxury,140000,2016,20000,Diesel,Automatic,Grey,1999 cc
1631,Renault,Kwid RXT [2015-2019],200000,2019,32000,Petrol,Manual,Grey,799 cc
1632,Mahindra,Bolero SLE BS III,140000,2017,62000,Diesel,Manual,White,2523 cc
1633,Maruti Suzuki,Ertiga VXI,140000,2017,71000,Petrol,Manual,Silver,1373 cc
1634,Hyundai,i10 Sportz 1.2 AT,80000,2008,61000,Petrol,Automatic,Black,1197 cc
1635,Maruti Suzuki,Ritz VXI BS-IV,80000,2011,42152,Petrol,Manual,Brown,No_info
1636,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],140000,2017,29000,Petrol,Manual,Grey,1197 cc
1637,Toyota,Innova 2.5 ZX 7 STR BS-IV,140000,2014,158690,Diesel,Manual,Silver,2494 cc
1638,Mercedes-Benz,GLE 350 d,140000,2016,61000,Diesel,Automatic,Grey,2987 cc
1639,Maruti Suzuki,Ciaz ZDi (O) [2014-2015],140000,2016,92000,Diesel,Manual,White,1248 cc
1640,Maruti Suzuki,DZire VXi,200000,2020,42000,Petrol,Manual,White,1197 cc
1641,Datsun,Go T (O),200000,2019,60969,Petrol,Manual,Silver,1198 cc
1642,Mahindra,XUV500 W6 2013,140000,2017,93000,Diesel,Manual,White,2179 cc
1643,Audi,A4 2.0 TDI (143bhp),140000,2014,100000,Diesel,Automatic,Black,1968 cc
1644,Maruti Suzuki,Ciaz S 1.4 MT,140000,2018,31000,Petrol,Manual,Brown,1373 cc
1645,Toyota,Glanza G,200000,2020,55000,Petrol,Manual,Blue,1197 cc
1646,Maruti Suzuki,Wagon R LXI CNG (O),140000,2018,68320,CNG,Manual,Silver,998 cc
1647,Tata,Hexa XM 4x2 7 STR,140000,2018,65000,Diesel,Manual,White,2179 cc
1648,Toyota,Fortuner 3.0 4x4 MT,140000,2013,95000,Diesel,Manual,White,2982 cc
1649,Maruti Suzuki,Ritz Vdi BS-IV,140000,2013,85785,Diesel,Manual,Silver,1248 cc
1650,Volkswagen,Vento Comfortline 1.6 (P),140000,2018,38000,Petrol,Manual,Gold,1598 cc
1651,Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,200000,2020,12905,Petrol,Manual,White,998 cc
1652,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],200000,2019,26000,Diesel,Automatic,Silver,2755 cc
1653,Mercedes-Benz,A-Class Sedan 200,200000,2021,9000,Petrol,Automatic,Blue,1332 cc
1654,Tata,Nexon XM Diesel,140000,2018,65000,Diesel,Manual,White,1497 cc
1655,Hyundai,Elite i20 Magna Executive 1.2,200000,2019,48000,Petrol,Manual,White,1197 cc
1656,Hyundai,i10 Magna 1.2 Kappa2,80000,2011,91000,Petrol,Manual,White,1197 cc
1657,Hyundai,i20 Sportz 1.2 BS-IV,80000,2011,84873,Petrol,Manual,Red,No_info
1658,Jeep,Wrangler Rubicon,200000,2022,15000,Petrol,Automatic,Red,1995 cc
1659,Mahindra,XUV300 1.5 W6 [2019-2020],200000,2020,52000,Diesel,Manual,White,1497 cc
1660,Toyota,Etios GD,140000,2013,90000,Diesel,Manual,Blue,1364 cc
1661,Maruti Suzuki,Swift Lxi (O) [2014-2017],140000,2018,58000,Petrol + CNG,Manual,Silver,1197 cc
1662,Honda,Amaze 1.2 S AT i-VTEC,140000,2014,67000,Petrol,Automatic,Red,1198 cc
1663,Mahindra,Scorpio S10,140000,2015,67000,Diesel,Manual,White,2179 cc
1664,Hyundai,Venue SX 1.4 CRDi,200000,2021,37556,Diesel,Manual,White,1396 cc
1665,Maruti Suzuki,Alto VXi,140000,2012,54000,Petrol,Manual,Bronze,998 cc
1666,Honda,Amaze 1.2 E i-VTEC,200000,2019,42000,Petrol,Manual,White,1198 cc
1667,Volkswagen,Ameo Highline1.2L (P) [2016-2018],140000,2017,55000,Petrol,Manual,Bronze,1198 cc
1668,MG,Hector Sharp 2.0 Diesel [2019-2020],200000,2019,23952,Diesel,Manual,Red,1956 cc
1669,Maruti Suzuki,Wagon R LXI CNG (O),140000,2015,92000,CNG,Manual,Brown,998 cc
1670,Hyundai,i10 Sportz 1.2 AT Kappa2,140000,2013,34000,Petrol,Automatic,Red,1197 cc
1671,Maruti Suzuki,Celerio ZXi AMT,200000,2020,44300,Petrol,Automatic,Silver,998 cc
1672,Maruti Suzuki,Ciaz VDi+ SHVS,140000,2015,65000,Diesel,Manual,White,1248 cc
1673,Mercedes-Benz,GLE 250 d,140000,2018,102000,Diesel,Automatic,Black,2143 cc
1674,Honda,City 1.5 S AT,80000,2009,110000,Petrol,Automatic,Grey,1497 cc
1675,Kia,Seltos HTX 1.5 [2020-2021],200000,2021,11000,Petrol,Manual,Silver,1497 cc
1676,Hyundai,Aura S 1.2 CNG,200000,2020,39000,CNG,Manual,Silver,1197 cc
1677,Hyundai,i10 Magna,80000,2009,65000,Petrol,Manual,Blue,1086 cc
1678,BMW,3-Series 320d Luxury Line [2014-2016],200000,2019,42500,Diesel,Automatic,White,1995 cc
1679,BMW,5-Series 530d M Sport [2013-2017],140000,2013,80000,Diesel,Automatic,Blue,2993 cc
1680,Maruti Suzuki,Wagon R LXi,140000,2013,25200,Petrol,Manual,White,998 cc
1681,Honda,City S Diesel,140000,2017,132683,Diesel,Manual,Bronze,1498 cc
1682,Renault,Duster 85 PS Sandstorm Edition Diesel,140000,2017,81000,Diesel,Manual,White,1461 cc
1683,Maruti Suzuki,Ritz VXI BS-IV,80000,2011,58888,Petrol,Manual,Maroon,No_info
1684,BMW,5-Series 520d Luxury Line [2017-2019],200000,2019,30000,Diesel,Automatic,Black,1995 cc
1685,Maruti Suzuki,Swift ZXi,140000,2015,50599,Petrol,Manual,White,1197 cc
1686,BMW,X1 sDrive20d xLine,140000,2017,29000,Diesel,Automatic,Brown,1995 cc
1687,Honda,Jazz VX CVT Petrol,140000,2018,23000,Petrol,Automatic,Red,1199 cc
1688,Land Rover,Discovery Sport HSE Luxury 7-Seater,200000,2019,50000,Diesel,Automatic,Blue,2179 cc
1689,Audi,Q3 35 TDI Premium + Sunroof,140000,2016,84878,Diesel,Automatic,White,1968 cc
1690,BMW,5-Series 520d Luxury Line [2017-2019],200000,2019,31000,Diesel,Automatic,Black,1995 cc
1691,Toyota,Innova 2.4 VX 8 STR [2016-2020],200000,2019,71063,Diesel,Manual,Silver,2393 cc
1692,Ford,Ecosport Ambiente 1.5L Ti-VCT,140000,2016,69001,Petrol,Manual,White,1499 cc
1693,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2014,62000,Diesel,Manual,Silver,1582 cc
1694,Hyundai,i20 Magna (O) 1.4 CRDI,140000,2012,82000,Diesel,Manual,White,1336 cc
1695,Toyota,Etios V,80000,2011,49200,Petrol,Manual,Silver,1496 cc
1696,Mahindra,Thar LX 4-STR Hard Top Petrol MT,200000,2021,8000,Petrol,Manual,Red,1997 cc
1697,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],200000,2019,58000,Diesel,Manual,White,1248 cc
1698,Maruti Suzuki,Alto VXi [2014-2019],140000,2015,64000,Petrol,Manual,Grey,998 cc
1699,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],140000,2012,48568,Petrol,Manual,White,1086 cc
1700,Jaguar,XJ 3.0 V6 Portfolio,140000,2014,66500,Diesel,Automatic,White,2993 cc
1701,Mahindra,XUV500 W9 [2018-2020],140000,2018,58590,Diesel,Manual,Grey,2179 cc
1702,Hyundai,i10 Era,80000,2009,59000,Petrol,Manual,Silver,1086 cc
1703,Maruti Suzuki,Swift VXi,140000,2013,47000,Petrol,Manual,Silver,1197 cc
1704,Hyundai,i20 Magna 1.2,140000,2014,40000,Petrol,Manual,Silver,1197 cc
1705,Skoda,Superb Sportline AT,200000,2021,13092,Petrol,Automatic,White,1984 cc
1706,Audi,A4 35 TDI Premium,140000,2016,57057,Diesel,Automatic,White,1968 cc
1707,Maruti Suzuki,Swift DZire VDI,140000,2015,90000,Diesel,Manual,White,1248 cc
1708,Hyundai,i20 Active 1.2 SX,140000,2015,45000,Petrol,Manual,White,1197 cc
1709,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],140000,2018,44000,Petrol,Automatic,Grey,998 cc
1710,Mahindra,Thar LX 4-STR Convertible Diesel MT,200000,2021,17000,Diesel,Manual,Silver,2184 cc
1711,Maruti Suzuki,Wagon R VXi 1.2,200000,2019,50860,Petrol,Manual,Grey,1197 cc
1712,Ford,Endeavour Titanium 2.0 4x2 AT,200000,2020,20000,Diesel,Automatic,Black,1996 cc
1713,Toyota,Fortuner 2.8 4x2 AT [2016-2020],140000,2018,51000,Diesel,Automatic,White,2755 cc
1714,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],140000,2018,24000,Diesel,Automatic,White,1950 cc
1715,Maruti Suzuki,Baleno Delta 1.2,140000,2017,34908,Petrol,Manual,Grey,1197 cc
1716,Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],140000,2017,67000,Diesel,Automatic,White,1461 cc
1717,Maruti Suzuki,Celerio VXi AMT,140000,2014,19000,Petrol,Automatic,Silver,998 cc
1718,Skoda,Octavia RS,200000,2019,30600,Petrol,Automatic,Red,1984 cc
1719,BMW,5-Series 520d Luxury Line [2017-2019],140000,2018,49500,Diesel,Automatic,Black,1995 cc
1720,Honda,Jazz V Petrol,140000,2016,18800,Petrol,Manual,Grey,1199 cc
1721,Hyundai,Elite i20 Asta 1.2 [2016-2017],140000,2016,100000,Petrol,Manual,Grey,1197 cc
1722,Hyundai,Creta 1.6 SX Plus AT Petrol,140000,2017,50050,Petrol,Automatic,White,1591 cc
1723,Hyundai,Creta 1.6 SX,200000,2021,14000,Diesel,Manual,Black,1582 cc
1724,Nissan,Terrano XL D Plus,140000,2014,55000,Diesel,Manual,Grey,1461 cc
1725,Ford,Mustang GT Fastback 5.0L v8,140000,2018,23000,Petrol,Automatic,Yellow,4951 cc
1726,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],200000,2020,35000,Diesel,Manual,White,1493 cc
1727,Maruti Suzuki,Celerio ZXi AMT [2019-2020],200000,2019,20734,Petrol,Automatic,Silver,998 cc
1728,Mercedes-Benz,CLS 300d [2018-2019],200000,2020,15200,Diesel,Automatic,White,1950 cc
1729,Toyota,Fortuner 3.0 4x2 MT,140000,2013,83000,Diesel,Manual,White,2982 cc
1730,Honda,Amaze 1.5 S i-DTEC,140000,2014,75000,Diesel,Manual,Brown,1498 cc
1731,Toyota,Innova 2.8 GX AT 8 STR [2016-2020],200000,2019,42794,Diesel,Automatic,White,2755 cc
1732,Mercedes-Benz,V-Class Elite LWB,200000,2020,40000,Diesel,Automatic,Silver,1950 cc
1733,Maruti Suzuki,Alto LXi BS-III,80000,2008,41000,Petrol,Manual,Blue,796 cc
1734,Honda,City 1.5 S MT,80000,2009,72256,Petrol,Manual,Black,1497 cc
1735,Audi,A3 35 TDI Premium Plus + Sunroof,140000,2018,17300,Diesel,Automatic,Red,1968 cc
1736,Mahindra,Scorpio S6 Plus Intelli-Hybrid,140000,2017,68000,Diesel,Manual,White,2179 cc
1737,Hyundai,Venue S 1.0 AT Petrol [2019-2020],200000,2019,43600,Petrol,Automatic,White,998 cc
1738,Maruti Suzuki,Wagon R VXi (O),140000,2018,43000,Petrol,Manual,White,998 cc
1739,Maruti Suzuki,Vitara Brezza VXi,200000,2021,17283,Petrol,Manual,White,1462 cc
1740,Maruti Suzuki,Swift DZire VXI,140000,2014,59000,Petrol,Manual,Blue,1197 cc
1741,Maruti Suzuki,Ertiga VDI SHVS,140000,2017,88000,Diesel,Manual,White,1248 cc
1742,Mercedes-Benz,CLA 200 Petrol Sport,140000,2015,19000,Petrol,Automatic,White,1991 cc
1743,BMW,X7 xDrive40i M Sport,200000,2021,9500,Petrol,Automatic,White,2998 cc
1744,Hyundai,Creta SX 1.6 AT Petrol,140000,2018,36000,Petrol,Automatic,Grey,1591 cc
1745,Renault,Kwid RXT [2015-2019],140000,2017,32000,Petrol,Manual,White,799 cc
1746,Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,140000,2018,53300,Petrol,Automatic,Grey,1591 cc
1747,Audi,A4 Premium Plus 40 TFSI,200000,2022,1,Petrol,Automatic,Black,1984 cc
1748,BMW,X1 sDrive20d,200000,2020,32005,Diesel,Automatic,Blue,1995 cc
1749,Ford,Endeavour Titanium 3.2 4x4 AT,140000,2018,35000,Diesel,Automatic,White,3198 cc
1750,BMW,X3 xDrive30i M Sport,200000,2022,18223,Petrol,Automatic,Blue,1998 cc
1751,Mahindra,TUV300 T8,140000,2016,92000,Diesel,Manual,White,1493 cc
1752,Hyundai,Elantra 2.0 SX (O) AT,200000,2019,22000,Petrol,Automatic,Silver,1999 cc
1753,Hyundai,Verna Fluidic 1.6 VTVT SX,140000,2014,62000,Petrol,Manual,Silver,1591 cc
1754,Renault,Kiger RXZ AMT,200000,2022,4000,Petrol,Automatic,White,999 cc
1755,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2016,72000,Diesel,Automatic,White,2755 cc
1756,Maruti Suzuki,Ciaz ZXI+,140000,2015,60798,Petrol,Manual,White,1373 cc
1757,Hyundai,Verna 1.6 VTVT SX AT,140000,2016,20000,Petrol,Automatic,White,1591 cc
1758,Honda,City V CVT Petrol [2017-2019],200000,2019,18000,Petrol,Automatic,Brown,1497 cc
1759,Mahindra,Scorpio SLE BS-IV,140000,2014,78000,Diesel,Manual,White,2179 cc
1760,Maruti Suzuki,Swift DZire VXI,140000,2014,52000,Petrol,Manual,Silver,1197 cc
1761,Maruti Suzuki,Swift ZXi,200000,2022,10000,Petrol,Manual,White,1197 cc
1762,Tata,Safari 2.2 VX 4x2 Varicor400,200000,2021,32000,Diesel,Manual,Green,2179 cc
1763,Mahindra,XUV500 W10,140000,2015,138000,Diesel,Manual,Silver,2179 cc
1764,Maruti Suzuki,DZire LDi,140000,2018,84500,Diesel,Manual,White,1248 cc
1765,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],140000,2016,47000,Petrol,Manual,Grey,1197 cc
1766,Volvo,S90 Momentum D4 [2018-2020],140000,2018,20000,Diesel,Automatic,White,1969 cc
1767,MINI,Cooper JCW Hatchback,200000,2022,0,Petrol,Automatic,Yellow,1998 cc
1768,Hyundai,Verna EX 1.6 CRDi [2017-2018],140000,2018,73000,Diesel,Manual,Red,1582 cc
1769,Mercedes-Benz,S-Class S 500,80000,2011,72000,Petrol,Automatic,Silver,4663 cc
1770,Honda,Jazz S AT [2015-2016],140000,2015,42000,Petrol,Automatic,White,1198 cc
1771,Mercedes-Benz,GLE 300d 4MATIC LWB,200000,2021,9000,Diesel,Automatic,Black,1950 cc
1772,Porsche,Panamera 3.0 Diesel,140000,2015,33000,Diesel,Automatic,White,No_info
1773,Maruti Suzuki,Swift VDi,140000,2015,36528,Diesel,Manual,Blue,1248 cc
1774,Maruti Suzuki,Swift VXi,140000,2012,30000,Petrol,Manual,Blue,1197 cc
1775,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],200000,2021,17000,Petrol,Automatic,White,1451 cc
1776,Volvo,XC60 Inscription,140000,2016,79000,Diesel,Automatic,White,2400 cc
1777,BMW,X3 xDrive-20d xLine,200000,2019,15087,Diesel,Automatic,Blue,1995 cc
1778,Mahindra,Scorpio S2,140000,2018,41000,Diesel,Manual,Blue,2523 cc
1779,Volvo,XC90 D5 Inscription,200000,2021,32500,Diesel,Automatic,White,1969 cc
1780,Audi,A6 35 TDI Matrix,140000,2015,61000,Diesel,Automatic,White,1968 cc
1781,Mercedes-Benz,GLE 250 d,140000,2017,85000,Diesel,Automatic,Black,2143 cc
1782,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],200000,2019,55000,Diesel,Automatic,Black,1950 cc
1783,Renault,Kwid CLIMBER 1.0 [2017-2019],140000,2017,45000,Petrol,Manual,Grey,999 cc
1784,Mercedes-Benz,GLA 200 d Sport,140000,2016,58000,Diesel,Automatic,White,2143 cc
1785,Mahindra,Thar LX 4-STR Hard Top Petrol AT,200000,2021,4400,Petrol,Automatic,Black,1997 cc
1786,Maruti Suzuki,Celerio VXi AMT,140000,2014,35000,Petrol,Automatic,Red,998 cc
1787,Maruti Suzuki,Alto 800 Vxi,140000,2016,22346,Petrol,Manual,White,796 cc
1788,Mahindra,Thar AX 6-STR Soft Top Petrol MT,200000,2021,23280,Petrol,Manual,Red,1997 cc
1789,Maruti Suzuki,Ertiga ZDi,140000,2013,72000,Diesel,Manual,Blue,1248 cc
1790,Mitsubishi,Pajero 2.5 AT,140000,2016,82000,Diesel,Automatic,Grey,2477 cc
1791,Toyota,Fortuner 3.0 4x2 AT,140000,2015,86000,Diesel,Automatic,White,2982 cc
1792,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],140000,2018,38000,Petrol,Manual,Silver,1197 cc
1793,Hyundai,Creta 1.6 SX Plus Special Edition,140000,2015,138314,Diesel,Manual,White,1582 cc
1794,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,200000,2021,9900,Petrol,Automatic,Blue,1591 cc
1795,Mercedes-Benz,C-Class 220 CDI AT,200000,2022,12500,Diesel,Automatic,White,2148 cc
1796,Mercedes-Benz,E-Class E 220d Expression [2019-2019],140000,2018,51529,Diesel,Automatic,White,1950 cc
1797,Mahindra,Quanto C4,140000,2013,60000,Diesel,Manual,Red,1493 cc
1798,Maruti Suzuki,Celerio VXi (O) [2019-2020],200000,2019,48000,Petrol,Manual,White,998 cc
1799,Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],140000,2018,90000,Diesel,Manual,Black,1956 cc
1800,Maruti Suzuki,S-Cross Delta 1.6,140000,2017,63000,Diesel,Manual,Grey,1598 cc
1801,Maruti Suzuki,Celerio LDi [2015-2017],140000,2017,65822,Diesel,Manual,Silver,793 cc
1802,Maruti Suzuki,Wagon R Duo LXi LPG,80000,2009,102000,LPG,Manual,White,1061 cc
1803,Mercedes-Benz,S-Class 350 CDI L,80000,2011,72100,Diesel,Automatic,Red,2987 cc
1804,Porsche,Cayenne Base,200000,2021,7534,Petrol,Automatic,Blue,2995 cc
1805,Toyota,Etios Liva G,140000,2013,34000,Petrol,Manual,Black,1197 cc
1806,Toyota,Innova 2.4 VX 7 STR [2016-2020],140000,2017,75000,Diesel,Manual,White,2393 cc
1807,Honda,Jazz V AT Petrol,140000,2017,99000,Petrol,Automatic,Brown,1199 cc
1808,Maruti Suzuki,Swift DZire VDI,140000,2013,42000,Diesel,Manual,White,1248 cc
1809,Maruti Suzuki,SX4 VXi,140000,2012,118000,Petrol,Manual,White,1586 cc
1810,Mahindra,XUV500 W8 AWD,140000,2017,78000,Diesel,Manual,Silver,2179 cc
1811,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],200000,2019,44000,Petrol,Manual,White,1462 cc
1812,Tata,Hexa XT 4x2 6 STR,140000,2017,88757,Diesel,Manual,Blue,2179 cc
1813,Audi,Q3 30 TDI Premium FWD,140000,2017,85000,Diesel,Automatic,Blue,1968 cc
1814,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],200000,2020,12136,Diesel,Automatic,Blue,1995 cc
1815,Maruti Suzuki,Alto VXI,200000,2019,2200,Petrol,Manual,White,No_info
1816,Audi,A4 35 TDI Premium Sunroof,140000,2015,49000,Diesel,Automatic,Silver,1968 cc
1817,Mercedes-Benz,A-Class Sedan 200,200000,2021,6000,Petrol,Automatic,White,1332 cc
1818,Maruti Suzuki,Vitara Brezza ZDi Plus,140000,2017,64000,Diesel,Manual,Gold,1248 cc
1819,Toyota,Corolla Altis 1.8 G,80000,2011,109000,Petrol,Manual,White,1794 cc
1820,Maruti Suzuki,Baleno Delta 1.2,140000,2018,32000,Petrol,Manual,Blue,1197 cc
1821,Maruti Suzuki,Swift Lxi (O) [2014-2017],200000,2019,13000,Petrol,Manual,Silver,1197 cc
1822,Toyota,Innova 2.5 E,80000,2008,90000,Diesel,Manual,White,2494 cc
1823,Mahindra,Scorpio S5 2WD 7 STR,200000,2020,35000,Diesel,Manual,White,2179 cc
1824,Mahindra,XUV500 W4 1.99,140000,2017,112000,Diesel,Manual,Silver,1997 cc
1825,Maruti Suzuki,Baleno Zeta 1.2 AT,140000,2017,40000,Petrol,Automatic,Blue,1197 cc
1826,Honda,WR-V VX MT Petrol,140000,2017,53580,Petrol,Manual,Gold,1199 cc
1827,Mahindra,Quanto C8,140000,2013,51500,Diesel,Manual,Maroon,1493 cc
1828,Honda,City V Petrol,200000,2019,22000,Petrol,Manual,White,1497 cc
1829,Renault,Kwid RXT [2015-2019],140000,2017,23700,Petrol,Manual,Bronze,799 cc
1830,Maruti Suzuki,Swift DZire VXI AT,140000,2017,48069,Petrol,Automatic,White,1197 cc
1831,Audi,A4 35 TDI Premium Plus,200000,2019,48000,Diesel,Automatic,White,1968 cc
1832,Skoda,Octavia Elegance 2.0 TDI AT,140000,2015,47981,Diesel,Automatic,Black,1968 cc
1833,Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,200000,2021,26000,Diesel,Manual,White,1493 cc
1834,Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],200000,2020,63000,Diesel,Automatic,White,1493 cc
1835,Toyota,Fortuner 2.8 4x2 AT [2016-2020],200000,2019,71500,Diesel,Automatic,White,2755 cc
1836,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],140000,2016,16630,Petrol,Manual,Maroon,1197 cc
1837,Audi,A6 35 TDI Matrix,140000,2018,36000,Diesel,Automatic,White,1968 cc
1838,Honda,City VX Petrol [2017-2019],140000,2017,47255,Petrol,Manual,Grey,1497 cc
1839,Mahindra,XUV500 W5 [2018-2020],140000,2018,50000,Diesel,Manual,Maroon,2179 cc
1840,BMW,5-Series 530d M Sport,200000,2021,18703,Diesel,Automatic,White,2993 cc
1841,Audi,A6 Technology 45 TFSI,200000,2021,7935,Petrol,Automatic,Brown,1984 cc
1842,Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],200000,2022,9355,Petrol,Automatic,White,1497 cc
1843,Renault,Kwid RXL [2015-2019],140000,2018,34800,Petrol,Manual,Red,799 cc
1844,Nissan,Terrano XL D Plus,140000,2013,72000,Diesel,Manual,Grey,1461 cc
1845,Skoda,Rapid Elegance 1.6 TDI CR MT,140000,2012,86288,Diesel,Manual,Black,1598 cc
1846,Honda,Jazz V Petrol,140000,2017,24003,Petrol,Manual,Brown,1199 cc
1847,Tata,Nexon XZ Plus Diesel,140000,2017,28000,Diesel,Manual,Red,1497 cc
1848,Hyundai,Elite i20 Asta 1.4 CRDI,140000,2017,65000,Diesel,Manual,White,1396 cc
1849,Mahindra,XUV500 W11,200000,2019,75000,Diesel,Manual,White,2179 cc
1850,Maruti Suzuki,Ertiga ZDi,140000,2015,45000,Diesel,Manual,Grey,1248 cc
1851,Hyundai,Verna 1.6 CRDI SX (O),140000,2018,71000,Diesel,Manual,White,1582 cc
1852,Honda,BR-V V CVT Petrol,140000,2018,54000,Petrol,Automatic,Silver,1497 cc
1853,Mahindra,TUV300 T6 Plus AMT,140000,2015,49776,Diesel,Automatic,White,1493 cc
1854,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],140000,2017,61000,Diesel,Manual,Maroon,1248 cc
1855,Volvo,V40 D3 R-Design,140000,2017,68000,Diesel,Automatic,White,1984 cc
1856,Maruti Suzuki,Celerio VXi AMT,140000,2014,47884,Petrol,Automatic,Red,998 cc
1857,Skoda,Octavia 1.8 TSI Style Plus AT [2017],140000,2017,56000,Petrol,Automatic,White,1798 cc
1858,Honda,City 1.5 V MT,80000,2010,58424,Petrol,Manual,Gold,1497 cc
1859,Hyundai,Xcent S 1.1 CRDi Special Edition,140000,2017,55000,Diesel,Manual,White,1120 cc
1860,Maruti Suzuki,Zen LX,80000,1996,100000,Petrol + LPG,Manual,White,No_info
1861,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],140000,2017,45000,Diesel,Automatic,Grey,2755 cc
1862,Maruti Suzuki,Ritz Ldi BS-IV,80000,2011,75000,Diesel,Manual,White,1248 cc
1863,Skoda,Rapid 1.6 MPI Active,140000,2018,47000,Petrol,Manual,White,1598 cc
1864,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,200000,2019,38000,Petrol,Automatic,White,1591 cc
1865,Maruti Suzuki,Alto 800 Lxi,140000,2016,17000,Petrol,Manual,White,796 cc
1866,BMW,X5 xDrive 30d,200000,2020,20000,Diesel,Automatic,Grey,2993 cc
1867,Hyundai,Verna 1.6 CRDI SX,140000,2018,925000,Diesel,Manual,White,1582 cc
1868,Ford,Aspire Titanium1.5 TDCi [2018-2020],200000,2019,35000,Diesel,Manual,White,1498 cc
1869,MINI,Cooper D 5 Door,140000,2015,34303,Diesel,Automatic,Yellow,1496 cc
1870,Audi,A6 35 TDI Matrix,200000,2019,34000,Diesel,Automatic,Black,1968 cc
1871,Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,200000,2022,8000,Diesel,Automatic,White,1493 cc
1872,Kia,Seltos HTK 1.5 Diesel [2020-2021],200000,2020,27000,Diesel,Manual,Silver,1493 cc
1873,Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,200000,2021,6600,Petrol,Automatic,Blue,1197 cc
1874,Toyota,Innova 2.5 GX BS IV 8 STR,140000,2015,125000,Diesel,Manual,Silver,2494 cc
1875,Maruti Suzuki,Alto 800 VXi,200000,2021,13424,Petrol,Manual,Silver,796 cc
1876,Maruti Suzuki,Alto 800 Lxi CNG,140000,2015,78000,CNG,Manual,White,796 cc
1877,Maruti Suzuki,Alto LXi,80000,2011,69276,Petrol,Manual,Gold,998 cc
1878,Hyundai,Verna SX (O) 1.6 CRDi,140000,2017,31000,Diesel,Manual,White,1582 cc
1879,BMW,5-Series 530d M Sport [2017-2019],140000,2017,33000,Diesel,Automatic,White,2993 cc
1880,Maruti Suzuki,Wagon R LXi,140000,2012,54000,Petrol,Manual,Brown,998 cc
1881,Volkswagen,Polo Highline1.5L (D),140000,2014,54000,Diesel,Manual,Grey,1498 cc
1882,Maruti Suzuki,Vitara Brezza ZDi,140000,2017,75000,Diesel,Manual,White,1248 cc
1883,BMW,X3 20d M Sport,140000,2017,63651,Diesel,Automatic,White,1995 cc
1884,Audi,Q3 35 TDI Premium Plus + Sunroof,140000,2014,71796,Diesel,Automatic,Blue,1968 cc
1885,Nissan,Terrano XE (D),140000,2014,74000,Diesel,Manual,Silver,1461 cc
1886,Hyundai,Eon Sportz,140000,2013,82461,Petrol,Manual,Red,814 cc
1887,Maruti Suzuki,DZire VDi,140000,2018,66000,Diesel,Manual,Gold,1248 cc
1888,Mahindra,Scorpio S10,140000,2015,87000,Diesel,Manual,White,2179 cc
1889,Mercedes-Benz,GLA 200 d Sport,140000,2016,61109,Diesel,Automatic,Brown,2143 cc
1890,Tata,Tiago NRG Petrol,200000,2019,32000,Petrol,Manual,Bronze,1199 cc
1891,Mercedes-Benz,S-Class S 450,200000,2021,6600,Petrol,Automatic,White,2996 cc
